time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-01T08:22:23.240Z,18.644,-67.7868,89,2.87,md,6,329,0.9301,0.18,pr,pr2019091008,2019-04-02T11:38:06.040Z,"65km E of Punta Cana, Dominican Republic",earthquake,3.77,4.99,0.37,5,reviewed,pr,pr
2019-04-01T08:11:32.430Z,7.5503,94.3786,10,5.5,mww,,60,3.44,1.03,us,us2000k8e8,2019-04-02T16:16:21.040Z,"125km ESE of Mohean, India",earthquake,7.2,1.8,0.073,18,reviewed,us,us
2019-04-01T07:37:50.300Z,7.552,94.3214,10,4.9,mb,,110,3.483,0.98,us,us2000k8dy,2019-04-01T08:11:06.040Z,"119km ESE of Mohean, India",earthquake,7.7,1.9,0.06,87,reviewed,us,us
2019-04-01T06:56:40.860Z,7.6968,94.363,10,4.6,mb,,116,3.55,0.82,us,us2000k8ds,2019-04-01T07:50:34.040Z,"119km ESE of Mohean, India",earthquake,8.6,1.9,0.1,30,reviewed,us,us
2019-04-01T06:47:49.144Z,66.3001,-157.4038,1.3,2.5,ml,,,,0.62,ak,ak01946lrczd,2019-04-01T06:59:59.927Z,"71km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-04-01T05:52:39.090Z,7.533,94.3784,10,5.2,mww,,80,3.428,1.39,us,us2000k8cy,2019-04-01T20:26:40.040Z,"126km ESE of Mohean, India",earthquake,7.3,1.9,0.075,17,reviewed,us,us
2019-04-01T05:23:35.451Z,66.3248,-157.5317,0,2.9,ml,,,,0.92,ak,ak01946l0r7x,2019-04-01T05:35:06.621Z,"71km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-04-01T05:23:03.650Z,19.0398,-65.0023,41,2.68,md,6,341,1.2339,0.38,pr,pr2019091001,2019-04-01T18:43:52.926Z,"77km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.8,21.9,0.16,6,reviewed,pr,pr
2019-04-01T05:09:16.820Z,7.5609,94.2244,10,4.9,mb,,153,3.562,0.84,us,us2000k8cq,2019-04-01T05:41:28.040Z,"109km ESE of Mohean, India",earthquake,10.1,1.9,0.077,53,reviewed,us,us
2019-04-01T04:38:02.962Z,67.83,-161.2591,0,2.6,ml,,,,0.59,ak,ak01946kigsm,2019-04-01T05:30:32.040Z,"86km ENE of Noatak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-01T04:37:36.030Z,69.6423,-144.2111,10,3,ml,,193,1.214,0.96,us,us2000k8c7,2019-04-01T05:06:48.040Z,"59km SSW of Kaktovik, Alaska",earthquake,4.7,2,0.043,70,reviewed,us,us
2019-04-01T04:30:27.250Z,7.6463,94.3459,10,4.3,mb,,157,3.528,1.04,us,us2000k8c8,2019-04-01T05:02:24.040Z,"118km ESE of Mohean, India",earthquake,4.3,1.9,0.125,18,reviewed,us,us
2019-04-01T04:09:14.270Z,7.4768,94.2256,10,5,mb,,59,3.507,0.75,us,us2000k8c0,2019-04-01T04:57:37.040Z,"113km ESE of Mohean, India",earthquake,8.5,1.6,0.058,96,reviewed,us,us
2019-04-01T03:54:23.800Z,7.4249,94.186,10,4.5,mb,,176,3.506,0.72,us,us2000k8c6,2019-04-01T04:44:31.040Z,"113km ESE of Mohean, India",earthquake,12.5,1.9,0.124,19,reviewed,us,us
2019-04-01T03:38:07.460Z,7.5409,94.1708,10,5,mb,,59,3.59,0.62,us,us2000k8be,2019-04-01T04:04:31.040Z,"105km ESE of Mohean, India",earthquake,4.4,1.8,0.07,65,reviewed,us,us
2019-04-01T03:36:06.360Z,15.5224,-92.9469,100.89,4.6,mb,,129,1.085,0.93,us,us2000k8bd,2019-04-01T04:51:20.352Z,"11km NNW of Mapastepec, Mexico",earthquake,6.8,7.2,0.035,246,reviewed,us,us
2019-04-01T03:22:53.340Z,7.4905,94.4069,10,4.5,mb,,158,3.379,0.79,us,us2000k8c2,2019-04-01T04:31:06.040Z,"131km ESE of Mohean, India",earthquake,10.5,1.9,0.135,16,reviewed,us,us
2019-04-01T03:21:39.510Z,7.4435,94.3053,10,4.6,mb,,103,3.425,1.06,us,us2000k8bt,2019-04-01T04:24:48.040Z,"123km ESE of Mohean, India",earthquake,9.2,1.9,0.085,42,reviewed,us,us
2019-04-01T03:11:10.720Z,32.2235,101.8577,10,4.5,mb,,72,6.82,0.8,us,us2000k8bn,2019-04-01T04:37:47.040Z,"49km NW of Barkam, China",earthquake,10,1.9,0.077,49,reviewed,us,us
2019-04-01T02:54:35.710Z,24.9159,122.23,128.88,4.2,mb,,53,0.667,0.84,us,us2000k8ai,2019-04-03T02:43:32.333Z,"51km ENE of Yilan, Taiwan",earthquake,7.2,5,0.064,67,reviewed,us,us
2019-04-01T02:49:42.480Z,7.4428,94.2158,10,4.7,mb,,160,3.494,0.84,us,us2000k8b6,2019-04-01T03:38:30.040Z,"114km ESE of Mohean, India",earthquake,8.2,1.9,0.085,42,reviewed,us,us
2019-04-01T02:46:49.280Z,7.6168,94.3418,10,4.6,mb,,158,3.511,0.88,us,us2000k8b1,2019-04-01T03:32:45.040Z,"119km ESE of Mohean, India",earthquake,6.2,1.9,0.099,30,reviewed,us,us
2019-04-01T02:40:40.550Z,7.6332,94.4773,10,4.4,mb,,100,3.424,0.93,us,us2000k8av,2019-04-01T03:28:17.040Z,"133km ESE of Mohean, India",earthquake,7.2,1.9,0.139,15,reviewed,us,us
2019-04-01T02:28:05.510Z,7.7648,94.4501,10,4.7,mb,,156,3.536,1.07,us,us2000k8aj,2019-04-01T03:17:21.040Z,"126km E of Mohean, India",earthquake,9.5,1.9,0.094,34,reviewed,us,us
2019-04-01T02:18:29.970Z,18.0308,-68.9253,101,3.23,md,21,249,0.7275,0.34,pr,pr2019091000,2019-04-02T01:24:26.040Z,"63km S of La Romana, Dominican Republic",earthquake,2.27,1.76,0.38,20,reviewed,pr,pr
2019-04-01T02:16:53.880Z,10.5936,125.8813,57.74,5.5,mww,,44,3.514,1.03,us,us2000k89w,2019-04-02T02:19:04.622Z,"38km S of Sulangan, Philippines",earthquake,6.3,5.5,0.062,25,reviewed,us,us
2019-04-01T02:02:43.330Z,7.6322,94.3365,10,4.5,mb,,101,3.525,1.11,us,us2000k89q,2019-04-01T02:58:11.040Z,"118km ESE of Mohean, India",earthquake,7.9,1.9,0.113,23,reviewed,us,us
2019-04-01T01:49:30.670Z,37.4318,29.4087,10,4.4,mb,,48,0.79,0.93,us,us2000k89k,2019-04-01T02:06:08.040Z,"5km E of Acipayam, Turkey",earthquake,4.5,1.9,0.083,42,reviewed,us,us
2019-04-01T01:34:20.760Z,7.7371,94.3765,10,4.7,mb,,157,3.568,0.73,us,us2000k89y,2019-04-01T02:42:10.040Z,"119km ESE of Mohean, India",earthquake,9.1,1.9,0.088,39,reviewed,us,us
2019-04-01T01:32:20.600Z,14.4631,-90.6825,5,3.3,ml,,157,0.982,0.19,us,us2000k89l,2019-04-01T02:26:46.231Z,"6km NNE of Palin, Guatemala",earthquake,4,2,0.097,14,reviewed,us,us
2019-04-01T01:23:58.240Z,7.6038,94.2453,10,5.2,mww,,69,3.574,1.09,us,us2000k897,2019-04-01T20:46:49.040Z,"110km ESE of Mohean, India",earthquake,8.6,1.9,0.073,18,reviewed,us,us
2019-04-01T01:21:31.420Z,7.6966,94.2761,10,5.2,mww,,45,3.613,1.15,us,us2000k896,2019-04-01T21:07:40.040Z,"109km ESE of Mohean, India",earthquake,8.9,1.8,0.073,18,reviewed,us,us
2019-04-01T01:11:43.230Z,7.5661,94.3588,10,4.9,mb,,114,3.465,0.83,us,us2000k88y,2019-04-01T01:30:38.040Z,"123km ESE of Mohean, India",earthquake,8.9,1.9,0.077,53,reviewed,us,us
2019-04-01T01:08:07.060Z,7.604,94.3221,10,4.9,mb,,127,3.517,1.12,us,us2000k891,2019-04-01T01:49:57.040Z,"117km ESE of Mohean, India",earthquake,8.5,1.8,0.077,53,reviewed,us,us
2019-04-01T00:58:18.860Z,7.4607,94.2036,10,4.9,mb,,113,3.514,0.69,us,us2000k88r,2019-04-01T21:28:56.040Z,"112km ESE of Mohean, India",earthquake,4.2,1.9,0.057,98,reviewed,us,us
2019-04-01T00:49:37.630Z,7.6133,94.3217,10,4.9,mb,,111,3.524,0.78,us,us2000k88l,2019-04-01T21:16:30.040Z,"117km ESE of Mohean, India",earthquake,8.9,1.9,0.052,118,reviewed,us,us
2019-04-01T00:44:24.880Z,7.5203,94.3975,10,4.9,mb,,111,3.406,1,us,us2000k88j,2019-04-01T21:09:51.040Z,"129km ESE of Mohean, India",earthquake,4.9,1.9,0.063,79,reviewed,us,us
2019-04-01T00:37:27.190Z,7.4732,94.2219,10,4.8,mb,,60,3.508,0.73,us,us2000k88f,2019-04-01T21:03:45.040Z,"113km ESE of Mohean, India",earthquake,6,1.8,0.069,65,reviewed,us,us
2019-04-01T00:34:09.310Z,7.6243,94.452,10,4.9,mb,,110,3.436,0.64,us,us2000k88a,2019-04-01T20:49:02.040Z,"130km ESE of Mohean, India",earthquake,9.3,1.9,0.064,77,reviewed,us,us
2019-04-01T00:25:43.450Z,7.6688,94.3113,10,5,mb,,64,3.568,0.7,us,us2000k88n,2019-04-01T21:23:57.479Z,"114km ESE of Mohean, India",earthquake,9,1.9,0.058,95,reviewed,us,us
2019-04-01T00:23:37.730Z,7.6511,94.33,10,4.9,mb,,110,3.543,0.9,us,us2000k883,2019-04-01T08:26:24.032Z,"117km ESE of Mohean, India",earthquake,8,1.9,0.058,93,reviewed,us,us
2019-04-01T00:03:43.560Z,7.8053,94.3646,10,5.1,mww,,26,3.624,0.8,us,us2000k87i,2019-04-01T20:56:27.040Z,"116km E of Mohean, India",earthquake,7.9,1.8,0.078,16,reviewed,us,us
2019-03-31T23:59:50.400Z,8.3118,94.6243,10,4.8,mb,,77,3.834,0.87,us,us2000k889,2019-04-01T20:48:09.040Z,"149km ENE of Mohean, India",earthquake,8.6,1.9,0.071,62,reviewed,us,us
2019-03-31T23:48:21.686Z,64.0627,-148.8103,4.1,2.5,ml,,,,0.97,ak,ak019458cjc5,2019-04-01T00:03:53.040Z,"24km NNE of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-31T23:48:21.150Z,64.0375,-148.8085,10,2.6,ml,,33,0.254,0.96,us,us2000k87y,2019-04-01T21:35:16.040Z,"21km NNE of Healy, Alaska",earthquake,2.6,2,0.032,126,reviewed,us,us
2019-03-31T23:46:41.600Z,7.8489,94.2501,10,5.1,mww,,27,3.735,0.94,us,us2000k87x,2019-04-01T20:52:46.040Z,"103km E of Mohean, India",earthquake,6.8,1.8,0.073,18,reviewed,us,us
2019-03-31T23:44:43.830Z,7.7758,94.3057,10,4.9,mww,,43,3.645,0.85,us,us2000k87s,2019-04-01T22:25:43.040Z,"111km E of Mohean, India",earthquake,5.4,1.8,0.103,9,reviewed,us,us
2019-03-31T23:32:15.620Z,7.5814,94.4348,10,4.5,mb,,122,3.42,0.72,us,us2000k86h,2019-04-01T20:59:16.040Z,"130km ESE of Mohean, India",earthquake,9.6,1.9,0.104,27,reviewed,us,us
2019-03-31T23:29:10.440Z,39.042,-123.0856667,-0.65,2.51,md,49,84,0.04954,0.09,nc,nc73159100,2019-04-02T02:29:02.489Z,"12km SE of Talmage, CA",earthquake,0.25,0.87,0.291,40,reviewed,nc,nc
2019-03-31T23:22:45.040Z,37.4656,20.4673,10,4.3,mb,,150,1.197,1.38,us,us2000k864,2019-03-31T23:38:33.040Z,"42km SW of Mouzaki, Greece",earthquake,2.2,2,0.239,5,reviewed,us,us
2019-03-31T19:35:04.430Z,-19.6873,-177.6834,584.5,4.6,mb,,99,4.478,0.85,us,us2000k833,2019-03-31T19:50:21.040Z,"150km NE of Ndoi Island, Fiji",earthquake,9.8,12.5,0.097,32,reviewed,us,us
2019-03-31T18:56:47.815Z,66.2283,-157.3017,0,3,ml,,,,0.67,ak,ak019455f52y,2019-03-31T19:40:48.040Z,"77km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-31T18:31:19.920Z,2.0601,97.9073,64.09,4.6,mb,,127,0.821,0.89,us,us2000k82i,2019-03-31T19:31:42.040Z,"81km W of Onan Ganjang, Indonesia",earthquake,6.9,8.3,0.136,16,reviewed,us,us
2019-03-31T17:49:18.710Z,18.3618,-67.4481,11,2.58,md,6,170,0.0384,0.09,pr,pr2019090009,2019-04-01T18:43:14.940Z,"21km W of Rincon, Puerto Rico",earthquake,1.62,0.53,0.1,3,reviewed,pr,pr
2019-03-31T17:49:02.290Z,19.2503333,-155.3955,30.77,3.37,ml,73,108,0.0129,0.13,hv,hv70885351,2019-04-01T19:02:28.409Z,"10km ENE of Pahala, Hawaii",earthquake,0.34,0.45,0.179,50,reviewed,hv,hv
2019-03-31T17:24:53.530Z,18.9711,-67.379,6,2.96,md,15,234,0.5704,0.44,pr,pr2019090008,2019-04-01T18:42:58.860Z,"60km NNW of San Antonio, Puerto Rico",earthquake,1.54,1.88,0.28,12,reviewed,pr,pr
2019-03-31T17:10:18.940Z,19.1423,-66.781,47,3.11,md,16,250,0.7112,0.58,pr,pr2019090006,2019-04-01T18:42:21.860Z,"72km N of Hatillo, Puerto Rico",earthquake,2.49,8.48,0.37,16,reviewed,pr,pr
2019-03-31T15:40:02.910Z,-17.8279,-178.2469,550.17,4.4,mb,,91,3.502,0.72,us,us2000k811,2019-03-31T16:18:59.040Z,"296km ESE of Lambasa, Fiji",earthquake,8.7,10.5,0.066,66,reviewed,us,us
2019-03-31T15:27:57.620Z,-9.9577,-79.3261,26.69,5.5,mww,,153,3.165,0.69,us,us2000k80u,2019-04-02T16:19:48.040Z,"126km SW of Chimbote, Peru",earthquake,7.3,6,0.073,18,reviewed,us,us
2019-03-31T15:25:41.180Z,52.2238,159.006,55.9,4.4,mb,,164,0.829,0.43,us,us2000k80t,2019-03-31T16:07:36.040Z,"88km SSE of Vilyuchinsk, Russia",earthquake,7.7,6.6,0.055,97,reviewed,us,us
2019-03-31T14:41:36.583Z,62.2102,-151.2182,73.8,4,ml,,,,0.61,ak,ak019452y61d,2019-04-01T14:42:52.640Z,"58km WSW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-03-31T14:09:10.890Z,-2.031,-80.886,10,4.9,mb,,107,1.683,0.7,us,us2000k80e,2019-03-31T15:00:11.040Z,"22km N of La Libertad, Ecuador",earthquake,6.3,1.8,0.031,334,reviewed,us,us
2019-03-31T13:28:32.190Z,5.6867,-78.2808,10,4.6,mb,,112,3.786,0.79,us,us2000k7zx,2019-03-31T21:31:14.506Z,"111km W of Nuqui, Colombia",earthquake,2.1,1.9,0.051,119,reviewed,us,us
2019-03-31T13:13:37.310Z,-12.8231,45.3616,10,4.7,mb,,49,6.416,0.65,us,us2000k7zt,2019-03-31T16:33:23.040Z,"9km ESE of Pamandzi, Mayotte",earthquake,9.5,1.9,0.088,39,reviewed,us,us
2019-03-31T12:55:10.120Z,14.5094,-90.7089,5,3.9,ml,,154,0.955,0.81,us,us2000k85l,2019-04-01T02:02:19.613Z,"2km ESE of Santa Maria de Jesus, Guatemala",earthquake,5,2,0.077,22,reviewed,us,us
2019-03-31T12:06:11.160Z,17.9003,-65.1993,24,2.97,md,5,342,0.6931,0.4,pr,pr2019090003,2019-04-01T18:40:26.663Z,"36km SE of Esperanza, Puerto Rico",earthquake,6.53,26.59,0.08,4,reviewed,pr,pr
2019-03-31T11:51:30.280Z,38.9651,70.8492,22.33,4.4,mb,,57,0.417,1.15,us,us2000k7yz,2019-04-03T07:06:22.040Z,"41km E of Gharm, Tajikistan",earthquake,2.8,7,0.123,19,reviewed,us,us
2019-03-31T11:33:28.290Z,19.2435,-155.3913333,32.4,3.04,ml,67,138,0.008339,0.13,hv,hv70884966,2019-04-03T06:56:06.040Z,"10km ENE of Pahala, Hawaii",earthquake,0.4,0.5,0.149,45,reviewed,hv,hv
2019-03-31T11:30:17.900Z,37.5137,29.3835,10,5,mww,,34,0.871,0.8,us,us2000k7yn,2019-04-01T02:22:06.133Z,"10km NNE of Acipayam, Turkey",earthquake,5.2,1.9,0.073,18,reviewed,us,us
2019-03-31T10:52:46.360Z,34.2286667,-118.5021667,12.88,2.7,ml,151,15,0.0465,0.23,ci,ci37599098,2019-04-03T12:52:40.081Z,"3km ESE of Northridge, CA",earthquake,0.12,0.24,0.156,256,reviewed,ci,ci
2019-03-31T10:42:44.690Z,-14.4492,-177.6827,367.04,4.4,mb,,179,0.447,0.47,us,us2000k7yd,2019-03-31T12:38:13.040Z,"54km ESE of Sigave, Wallis and Futuna",earthquake,16.7,5.2,0.069,61,reviewed,us,us
2019-03-31T09:51:36.681Z,59.8326,-152.9838,100.4,2.6,ml,,,,0.66,ak,ak019450156v,2019-03-31T11:14:46.040Z,"64km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-31T09:46:29.740Z,19.424,-155.6188333,-1.14,3.28,ml,65,33,0.0227,0.16,hv,hv70884891,2019-04-03T06:54:00.040Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.18,0.29,0.158,50,reviewed,hv,hv
2019-03-31T08:12:01.520Z,57.931,-155.9759,115.4,2.7,ml,,,,0.7,ak,ak01944z7a00,2019-03-31T08:20:56.550Z,"93km SSE of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-31T08:07:48.990Z,0.8069,126.4207,65.79,4.7,mb,,58,0.946,0.83,us,us2000k7wn,2019-03-31T08:31:20.040Z,"105km W of Kota Ternate, Indonesia",earthquake,7.8,7.2,0.077,51,reviewed,us,us
2019-03-31T07:28:49.710Z,-1.9469,-80.7096,10,5.4,mww,,36,1.54,0.99,us,us2000k7w8,2019-04-01T13:35:24.040Z,"35km NNE of Santa Elena, Ecuador",earthquake,6.2,1.4,0.08,15,reviewed,us,us
2019-03-31T07:27:16.740Z,-1.9489,-80.717,32.57,5.1,mww,,60,1.546,0.67,us,us2000k7w6,2019-03-31T08:16:57.898Z,"34km NNE of Santa Elena, Ecuador",earthquake,7.4,4.5,0.068,21,reviewed,us,us
2019-03-31T07:08:51.990Z,-2.0117,-80.987,10,5,mb,,98,1.786,0.96,us,us2000k7w1,2019-03-31T08:08:36.203Z,"22km N of Salinas, Ecuador",earthquake,7.4,1.9,0.06,88,reviewed,us,us
2019-03-31T07:04:04.930Z,-1.9858,-80.8081,18.52,6.2,mww,,86,1.621,0.91,us,us2000k7vu,2019-04-01T14:17:03.040Z,"27km N of Santa Elena, Ecuador",earthquake,6.2,3.2,0.057,30,reviewed,us,us
2019-03-31T07:02:57.010Z,-11.1434,166.5027,150.18,4.5,mb,,143,6.669,0.62,us,us2000k7vw,2019-03-31T07:34:14.040Z,"87km ESE of Lata, Solomon Islands",earthquake,12.5,7.8,0.055,99,reviewed,us,us
2019-03-31T05:00:47.870Z,20.5219,120.5209,10,4.4,mb,,104,2.343,0.6,us,us2000k7vm,2019-03-31T05:56:55.040Z,"140km WSW of Itbayat, Philippines",earthquake,4.7,1.9,0.108,25,reviewed,us,us
2019-03-31T04:35:28.220Z,19.4063339,-155.2873383,-0.55,2.8,ml,8,75,0.01168,0.35,hv,hv70884551,2019-03-31T04:41:09.970Z,"5km WSW of Volcano, Hawaii",earthquake,0.51,1.72,0.42,3,automatic,hv,hv
2019-03-31T04:24:23.480Z,18.8188,-65.1215,25,3.33,md,15,326,0.9935,0.15,pr,pr2019090000,2019-03-31T04:53:07.040Z,"52km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.97,11.72,0.38,15,reviewed,pr,pr
2019-03-31T02:28:03.969Z,66.29,-157.2141,0,2.8,ml,,,,0.71,ak,ak01944vq40b,2019-03-31T02:39:13.040Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-31T00:09:27.080Z,-8.5926,156.4949,10,5.4,mww,,45,3.512,0.88,us,us2000k7u6,2019-04-01T15:42:52.040Z,"66km SW of Gizo, Solomon Islands",earthquake,5.8,1.9,0.073,18,reviewed,us,us
2019-03-31T00:04:28.130Z,19.1908333,-155.4708333,31.4,2.86,ml,74,93,0.009064,0.12,hv,hv70884341,2019-04-01T21:54:59.990Z,"1km SE of Pahala, Hawaii",earthquake,0.32,0.45,0.148,41,reviewed,hv,hv
2019-03-30T23:20:34.670Z,41.4661,142.0105,59.09,4,mb,,138,0.983,0.54,us,us2000k7u0,2019-03-31T11:23:07.903Z,"69km ENE of Mutsu, Japan",earthquake,6.1,9.8,0.139,14,reviewed,us,us
2019-03-30T22:59:06.490Z,34.2093333,-116.844,5.03,2.55,ml,109,22,0.08267,0.15,ci,ci37598506,2019-04-04T05:12:09.597Z,"6km S of Big Bear City, CA",earthquake,0.09,0.46,0.128,148,reviewed,ci,ci
2019-03-30T22:44:24.950Z,28.5705,51.6002,10,4.5,mb,,77,5.474,0.8,us,us2000k7te,2019-03-30T23:43:31.358Z,"85km SSE of Borazjan, Iran",earthquake,5.9,1.9,0.068,64,reviewed,us,us
2019-03-30T22:31:20.296Z,66.194,-157.2271,1,2.6,ml,,,,0.58,ak,ak01943k44lo,2019-03-30T22:37:30.632Z,"81km S of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-30T22:20:43.522Z,66.2271,-157.2741,0,2.8,ml,,,,1.09,ak,ak01943k1sxf,2019-03-30T22:28:30.040Z,"77km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-30T22:11:06.090Z,66.2771,-157.0683,0.8,2.6,ml,,,,1.08,ak,ak01943jzsjo,2019-03-30T22:24:27.290Z,"70km S of Kobuk, Alaska",earthquake,,1,,,automatic,ak,ak
2019-03-30T21:59:15.789Z,66.23,-157.3037,0.1,3.3,ml,,,,0.74,ak,ak01943joolr,2019-03-30T22:11:21.059Z,"78km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-30T20:31:13.026Z,66.3637,-157.4136,35,3.2,ml,,,,0.81,ak,ak01943ix7xj,2019-03-30T20:58:02.040Z,"65km SSW of Kobuk, Alaska",earthquake,,6,,,automatic,ak,ak
2019-03-30T19:43:56.290Z,52.7387,160.3195,35,4.4,mb,,149,1.051,1.2,us,us2000k7rq,2019-03-30T20:10:32.040Z,"117km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,11.1,2,0.093,33,reviewed,us,us
2019-03-30T18:40:20.470Z,36.6758,71.3833,187.17,4.1,mb,,78,0.88,0.99,us,us2000k7qq,2019-03-30T19:05:41.040Z,"13km W of Ashkasham, Afghanistan",earthquake,7.3,8.1,0.114,21,reviewed,us,us
2019-03-30T18:33:15.590Z,-23.9653,-70.2533,47.34,4.5,mwr,,135,0.671,0.82,us,us2000k7qi,2019-03-30T19:09:28.840Z,"37km SSE of Antofagasta, Chile",earthquake,4.5,6.5,0.054,33,reviewed,us,us
2019-03-30T18:13:34.280Z,18.8953,-66.778,9,2.74,md,9,287,0.5492,0.52,pr,pr2019089013,2019-03-30T20:17:47.453Z,"45km N of Hatillo, Puerto Rico",earthquake,2.59,4.14,0.26,8,reviewed,pr,pr
2019-03-30T16:22:47.629Z,63.2638,-150.0369,103.9,2.7,ml,,,,0.54,ak,ak01943ghn0f,2019-03-30T19:23:49.040Z,"56km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-30T14:20:28.480Z,18.7088,-68.7108,148,3.2,md,17,180,0.3827,0.68,pr,pr2019089011,2019-03-30T18:02:33.040Z,"9km WSW of Salvaleon de Higuey, Dominican Republic",earthquake,9.39,2.65,0.43,12,reviewed,pr,pr
2019-03-30T14:02:58.670Z,13.7121,121.0167,182.48,4.6,mb,,122,8.836,0.96,us,us2000k7mi,2019-04-01T02:36:43.056Z,"4km SW of Wawa, Philippines",earthquake,10.1,9.3,0.114,23,reviewed,us,us
2019-03-30T13:29:01.615Z,66.3089,-156.9573,0,3,ml,,,,0.87,ak,ak01943eqqo5,2019-03-30T19:38:02.040Z,"66km S of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-30T12:36:08.390Z,39.6636667,-121.7301667,21.4,2.7,md,21,62,0.2047,0.24,nc,nc73158505,2019-04-04T14:09:14.349Z,"6km ENE of Durham, CA",earthquake,0.54,1.63,0.205,36,reviewed,nc,nc
2019-03-30T11:30:34.940Z,56.2649,-148.6089,19.6,3.2,ml,,218,2.652,0.55,us,us2000k7ku,2019-03-30T21:59:13.989Z,"286km SE of Kodiak, Alaska",earthquake,11,10.5,0.052,48,reviewed,us,us
2019-03-30T11:20:44.260Z,-5.674,151.0907,57.21,6.1,mww,,44,1.82,0.79,us,us2000k7ks,2019-04-01T14:24:46.040Z,"105km E of Kimbe, Papua New Guinea",earthquake,7.3,5.5,0.062,25,reviewed,us,us
2019-03-30T11:09:25.899Z,59.7137,-149.1804,4.5,3.2,ml,,,,0.81,ak,ak01943dfn0h,2019-03-30T12:27:21.040Z,"45km SSE of Seward, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-30T11:09:15.952Z,59.8251,-147.7864,85.5,3,ml,,,,1.34,ak,ak01943dfm5e,2019-03-30T11:13:01.739Z,"92km WNW of Middleton Island, Alaska",earthquake,,2.2,,,automatic,ak,ak
2019-03-30T10:46:19.500Z,38.3815,22.3939,10,5.2,mww,,21,1.256,1.04,us,us2000k7ki,2019-03-31T07:29:37.403Z,"6km SSW of Itea, Greece",earthquake,5.5,1.8,0.061,26,reviewed,us,us
2019-03-30T10:06:13.920Z,53.957,-164.1938,23.9,3.5,ml,,182,1.009,1.09,us,us2000k7ke,2019-03-30T10:51:09.476Z,"105km E of Akutan, Alaska",earthquake,7.6,14.7,0.105,12,reviewed,us,us
2019-03-30T09:55:44.440Z,38.377,-122.2473333,11.88,2.61,md,99,56,,0.19,nc,nc73158470,2019-04-04T00:30:00.980Z,"10km NNE of Napa, CA",earthquake,0.14,0.42,0.186,80,reviewed,nc,nc
2019-03-30T09:05:03.830Z,51.2821,171.3356,10,4.2,mb,,190,2.242,0.69,us,us2000k7k7,2019-03-30T09:27:39.040Z,"215km SW of Attu Station, Alaska",earthquake,11.9,2,0.052,104,reviewed,us,us
2019-03-30T08:18:23.530Z,19.0618324,-155.4468384,42.22,2.53,md,18,196,0.0942,0.1,hv,hv70883576,2019-04-02T20:41:18.250Z,"16km SSE of Pahala, Hawaii",other event,1,1.55,0.24,4,reviewed,hv,hv
2019-03-30T08:05:22.430Z,19.0971667,-155.511,45.35,2.73,ml,57,170,0.03954,0.12,hv,hv70883561,2019-04-02T00:23:27.020Z,"11km SSW of Pahala, Hawaii",earthquake,0.44,0.55,0.128,44,reviewed,hv,hv
2019-03-30T07:09:21.430Z,-21.1755,-179.0956,613.59,4.7,mb,,55,4.345,1.05,us,us2000k7jd,2019-03-30T07:24:13.040Z,"71km SW of Ndoi Island, Fiji",earthquake,11.1,8,0.032,305,reviewed,us,us
2019-03-30T06:41:01.190Z,-24.1896,-67.0665,184.21,4.6,mb,,54,1.599,1.2,us,us2000k7in,2019-03-30T06:57:09.040Z,"76km W of San Antonio de los Cobres, Argentina",earthquake,7.2,8.1,0.173,10,reviewed,us,us
2019-03-30T06:29:29.690Z,20.2208333,-155.7825,37.63,3.66,ml,82,153,,0.13,hv,hv70883486,2019-04-03T06:40:42.040Z,"2km SE of Kapaau, Hawaii",earthquake,0.4,0.53,0.153,55,reviewed,hv,hv
2019-03-30T06:27:23.750Z,-9.6763,66.4967,10,5.9,mww,,35,6.305,0.66,us,us2000k7im,2019-04-02T16:29:41.040Z,"Mid-Indian Ridge",earthquake,9,1.8,0.069,20,reviewed,us,us
